GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV0001,AV0002,AV0003,AV0004,AV0005,AV0006,AV0007,AV0008
"G5101230","1890","Virginia","510","Nansemond","1230","Nansemond",10765,8175,5517,2,0,0,0,0,0,0,0,0,4389,4339,56,48,60,33,5457,5310
"G5101250","1890","Virginia","510","Nelson","1250","Nelson",6303,7508,6312,0,0,0,0,0,0,0,0,0,4380,4540,40,18,35,20,3010,3293
"G5101270","1890","Virginia","510","New Kent","1270","New Kent",3545,3232,2361,0,0,0,0,0,0,10,8,15,991,923,14,7,16,5,1884,1671
"G5101290","1890","Virginia","510","Norfolk","1290","Norfolk",39478,29453,22320,12,0,0,8,0,0,43,7,2,16027,16478,1514,1384,1372,722,19322,20219
"G5101310","1890","Virginia","510","Northampton","1310","Northampton",5479,5263,4848,0,0,0,0,0,0,1,0,0,2452,2279,19,22,35,26,2725,2755
"G5101330","1890","Virginia","510","Northumberland","1330","Northumberland",3090,3483,3054,0,0,0,0,0,0,0,0,1,2456,2266,20,18,29,6,1560,1530
"G5101350","1890","Virginia","510","Nottoway","1350","Nottoway",7623,8144,7050,0,0,0,0,0,0,0,0,0,1932,1869,44,35,46,33,3731,3892
"G5101370","1890","Virginia","510","Orange","1370","Orange",6241,6842,5458,0,0,0,0,0,0,0,0,0,3048,3343,54,45,45,38,2969,3272
"G5101390","1890","Virginia","510","Page","1390","Page",1772,1119,986,0,0,0,0,0,0,0,0,0,5526,5669,43,33,36,13,881,891
"G5101410","1890","Virginia","510","Patrick","1410","Patrick",2068,2734,2325,0,0,0,0,0,0,0,0,0,5987,6070,12,8,2,0,964,1104
"G5101430","1890","Virginia","510","Pittsylvania","1430","Pittsylvania",29091,27200,16084,3,0,0,0,0,0,0,0,0,15286,15079,180,128,115,59,14039,15055
"G5101450","1890","Virginia","510","Powhatan","1450","Powhatan",4433,5091,5115,0,0,0,0,0,0,0,0,0,1177,1108,28,19,14,12,2209,2224
"G5101470","1890","Virginia","510","Prince Edward","1470","Prince Edward",9924,9914,7898,0,0,0,0,0,0,0,0,0,2215,2404,46,44,42,19,4691,5233
"G5101490","1890","Virginia","510","Prince George","1490","Prince George",5132,6799,5046,0,0,0,0,0,0,8,0,0,1257,1241,78,62,51,43,2520,2620
"G5101510","1890","Virginia","510","Princess Anne","1510","Princess Anne",4130,4262,3902,1,3,2,0,0,0,0,0,0,2716,2465,62,51,49,36,2220,1911
"G5101530","1890","Virginia","510","Prince William","1530","Prince William",2595,2600,1813,0,0,0,0,0,0,0,0,0,3396,3375,143,150,90,56,1302,1293
"G5101550","1890","Virginia","510","Pulaski","1550","Pulaski",3120,2452,1809,0,0,0,0,0,0,1,0,0,4806,4593,57,52,92,69,1613,1508
"G5101570","1890","Virginia","510","Rappahannock","1570","Rappahannock",2815,3536,3066,0,0,0,0,0,0,0,0,0,2885,2966,1,2,7,2,1408,1407
"G5101590","1890","Virginia","510","Richmond","1590","Richmond",3148,3389,3028,0,0,0,0,0,0,0,0,0,2003,1915,26,23,18,13,1629,1519
"G5101610","1890","Virginia","510","Roanoke","1610","Roanoke",9005,4828,3132,6,0,0,0,0,0,8,4,0,10849,8889,420,322,397,205,4754,4265
"G5101630","1890","Virginia","510","Rockbridge","1630","Rockbridge",5131,5343,3890,0,0,0,0,0,0,0,0,6,9014,8562,126,116,75,38,2507,2624
"G5101650","1890","Virginia","510","Rockingham","1650","Rockingham",2814,3433,2516,0,0,0,0,0,0,0,1,0,13667,14246,209,213,103,47,1354,1460
"G5101670","1890","Virginia","510","Russell","1670","Russell",1203,1272,1167,0,0,0,0,0,0,0,0,0,7659,7210,11,10,32,1,716,487
"G5101690","1890","Virginia","510","Scott","1690","Scott",968,676,524,0,0,0,0,0,0,0,0,0,10586,10024,35,34,44,3,605,363
"G5101710","1890","Virginia","510","Shenandoah","1710","Shenandoah",842,1006,676,0,0,0,0,0,0,0,0,0,9095,9473,90,88,53,30,399,443
"G5101730","1890","Virginia","510","Smyth","1730","Smyth",1224,1640,1244,0,0,0,0,0,0,0,0,0,5998,6027,42,46,14,9,569,655
"G5101750","1890","Virginia","510","Southampton","1750","Southampton",11782,10565,6795,0,0,0,0,0,0,3,0,22,4210,4041,10,9,14,9,5869,5916
"G5101770","1890","Virginia","510","Spotsylvania","1770","Spotsylvania",6077,6406,4659,0,0,0,0,0,0,0,0,0,3615,4059,164,146,109,63,2938,3139
"G5101790","1890","Virginia","510","Stafford","1790","Stafford",1469,1653,1485,0,0,0,0,0,0,0,0,0,2869,2906,31,35,30,22,764,705
"G5101810","1890","Virginia","510","Surry","1810","Surry",5017,4559,3192,0,0,0,1,0,0,0,0,0,1596,1419,54,71,55,43,2708,2310
"G5101830","1890","Virginia","510","Sussex","1830","Sussex",7576,6701,4923,0,0,0,0,0,0,0,0,0,1772,1701,23,7,16,5,3871,3705
"G5101850","1890","Virginia","510","Tazewell","1850","Tazewell",3504,1914,1598,0,0,0,0,0,0,0,0,0,8096,7447,130,90,497,135,1972,1532
"G5101870","1890","Virginia","510","Warren","1870","Warren",1264,1441,1105,0,0,0,0,0,0,0,0,0,3399,3477,46,54,31,9,634,630
"G5101890","1890","Virginia","510","Warwick","1890","Warwick",3866,1479,1052,0,0,0,0,0,0,0,0,0,1379,895,100,99,214,97,2328,1538
"G5101910","1890","Virginia","510","Washington","1910","Washington",3798,4086,2653,1,0,0,0,0,0,6,4,7,12383,12486,144,134,43,25,1836,1969
"G5101930","1890","Virginia","510","Westmoreland","1930","Westmoreland",4737,5100,4151,0,0,0,0,0,0,0,0,0,1884,1726,16,9,18,9,2349,2388
"G5101950","1890","Virginia","510","Wise","1950","Wise",582,101,68,0,0,0,0,0,0,0,0,0,4469,4052,44,26,160,12,475,107
"G5101970","1890","Virginia","510","Wythe","1970","Wythe",3170,2850,2342,0,0,0,0,0,0,0,4,0,7245,7240,138,96,89,41,1626,1544
"G5101990","1890","Virginia","510","York","1990","York",4395,4512,4691,0,0,0,0,0,0,0,0,0,1623,1516,16,20,20,6,2218,2177
"G5107300","1890","Virginia","510","Petersburg City","7300","Petersburg City",12221,0,0,3,0,0,0,0,0,0,0,0,4526,5045,304,313,153,115,5409,6815
"G5300010","1890","Washington","530","Adams","0010","Adams",2,0,0,,,,0,0,0,0,0,0,703,517,231,212,268,165,2,0
"G5300030","1890","Washington","530","Asotin","0030","Asotin",0,0,0,3,0,0,0,0,0,31,0,0,632,526,128,97,105,58,21,13
"G5300055","1890","Washington","530","Chehalis","0055","Chehalis",3,0,0,104,0,0,0,0,0,186,32,4,3495,2157,934,640,1328,402,208,85
"G5300090","1890","Washington","530","Clallam","0090","Clallam",1,0,0,53,4,2,0,0,0,171,98,32,728,418,358,250,589,203,134,91
"G5300110","1890","Washington","530","Clark","0110","Clark",12,0,0,44,48,0,0,0,0,44,134,68,3617,2838,1529,1355,1440,830,73,27
"G5300130","1890","Washington","530","Columbia","0130","Columbia",2,5,0,48,38,0,0,0,0,0,16,0,3011,2602,360,294,286,106,48,2
"G5300150","1890","Washington","530","Cowlitz","0150","Cowlitz",16,8,7,7,28,1,0,0,0,38,138,13,2284,1808,522,407,600,235,35,26
"G5300170","1890","Washington","530","Douglas","0170","Douglas",3,0,0,14,0,0,0,0,0,0,0,0,1332,826,330,219,310,127,17,0
"G5300210","1890","Washington","530","Franklin","0210","Franklin",0,0,0,33,0,0,0,0,0,89,0,0,203,133,73,34,86,45,81,41
"G5300230","1890","Washington","530","Garfield","0230","Garfield",0,0,0,15,0,0,0,0,0,10,0,0,1659,1415,275,222,201,100,21,4
"G5300290","1890","Washington","530","Island","0290","Island",0,4,2,76,45,7,0,0,0,141,295,23,469,268,204,146,367,116,145,72
"G5300310","1890","Washington","530","Jefferson","0310","Jefferson",32,8,12,453,96,19,22,0,0,195,252,111,1850,957,1059,581,2591,628,578,124
"G5300330","1890","Washington","530","King","0330","King",333,34,34,458,246,33,127,0,0,364,550,244,17328,10564,8143,6313,13881,6478,948,334
"G5300350","1890","Washington","530","Kitsap","0350","Kitsap",12,39,14,60,149,13,35,0,0,207,118,0,1058,647,530,433,1219,423,203,111
"G5300370","1890","Washington","530","Kittitas","0370","Kittitas",318,0,0,89,0,0,0,0,0,160,0,0,2662,1897,953,739,1361,598,396,171
"G5300390","1890","Washington","530","Klikatat","0390","Klikatat",6,5,0,7,2,0,0,0,0,50,184,3,1867,1588,573,442,386,248,41,22
"G5300410","1890","Washington","530","Lewis","0410","Lewis",25,28,8,3,13,1,4,0,0,81,181,11,4267,3340,1107,892,1156,624,64,49
"G5300430","1890","Washington","530","Lincoln","0430","Lincoln",7,0,0,46,0,0,0,0,0,22,0,0,3162,2339,1120,960,1154,502,61,14
"G5300450","1890","Washington","530","Mason","0450","Mason",2,0,5,18,6,1,0,0,0,13,122,8,824,516,397,224,669,163,22,11
"G5300470","1890","Washington","530","Okanogan","0470","Okanogan",0,0,0,1,0,0,0,0,0,104,0,0,615,322,139,37,226,23,64,41
"G5300490","1890","Washington","530","Pacific","0490","Pacific",3,33,1,199,176,6,0,0,0,44,159,124,1329,812,515,344,837,275,225,21
"G5300530","1890","Washington","530","Pierce","0530","Pierce",376,64,75,9,155,7,58,0,0,76,219,178,13945,8821,6350,4610,11545,5150,348,171
"G5300550","1890","Washington","530","San Juan","0550","San Juan",0,4,7,0,3,2,4,0,0,32,382,72,548,344,341,258,400,145,11,25
"G5300570","1890","Washington","530","Skagit","0570","Skagit",35,0,0,27,0,0,1,0,0,248,0,0,2430,1464,1094,661,2260,527,165,146
"G5300590","1890","Washington","530","Skamania","0590","Skamania",2,8,0,5,3,0,0,0,0,31,85,4,246,174,88,71,109,48,18,20
"G5300610","1890","Washington","530","Snohomish","0610","Snohomish",16,42,2,20,11,3,5,0,0,311,313,65,2082,1389,1183,840,1932,736,191,161
"G5300630","1890","Washington","530","Spokane","0630","Spokane",206,3,0,361,219,0,23,0,0,87,130,0,13134,8242,3841,3015,6080,2498,557,120
"G5300650","1890","Washington","530","Stevens","0650","Stevens",13,0,0,35,232,42,0,0,0,340,132,125,1323,891,529,326,718,166,188,200
"G5300670","1890","Washington","530","Thurston","0670","Thurston",76,7,27,177,68,19,0,0,0,90,184,7,3528,2360,1030,720,1201,493,261,82
"G5300690","1890","Washington","530","Wahkiakum","0690","Wahkiakum",3,2,1,304,559,15,0,0,0,41,64,89,339,288,356,328,644,223,327,21
"G5300710","1890","Washington","530","Walla Walla","0710","Walla Walla",34,30,11,351,512,42,0,1,0,10,45,73,4341,3330,1170,1033,1344,611,376,19
"G5300730","1890","Washington","530","Whatcom","0730","Whatcom",48,0,1,1,11,21,81,0,0,269,358,61,5796,3296,2134,1344,4448,1174,264,135
"G5300750","1890","Washington","530","Whitman","0750","Whitman",14,1,0,155,530,0,0,0,0,102,2,0,7988,6620,1353,1095,1187,595,230,41
"G5300770","1890","Washington","530","Yakima","0770","Yakima",2,0,0,84,32,0,0,0,0,68,212,4,1691,1367,379,287,384,167,113,41
"G5400010","1890","West Virginia","540","Barbour","0010","Barbour",498,457,386,0,0,0,0,0,0,0,0,0,6078,5906,77,78,36,29,261,237
"G5400030","1890","West Virginia","540","Berkeley","0030","Berkeley",1694,1928,1672,1,0,0,1,0,0,1,0,0,7792,7912,484,470,184,163,808,889
"G5400050","1890","West Virginia","540","Boone","0050","Boone",170,189,153,0,0,0,0,0,0,0,0,0,3418,3230,34,21,9,3,79,91
"G5400070","1890","West Virginia","540","Braxton","0070","Braxton",134,104,87,0,0,0,0,0,0,0,0,0,7019,6423,122,80,126,24,65,69
"G5400090","1890","West Virginia","540","Brooke","0090","Brooke",114,85,97,1,0,0,0,0,0,0,0,0,2647,2711,414,384,233,156,53,62
"G5400110","1890","West Virginia","540","Cabell","0110","Cabell",1493,902,123,1,0,0,0,0,0,0,0,0,10834,9866,502,508,250,141,820,674
"G5400130","1890","West Virginia","540","Calhoun","0130","Calhoun",81,74,8,0,0,0,0,0,0,0,0,0,4160,3792,52,50,10,10,46,35
"G5400150","1890","West Virginia","540","Clay","0150","Clay",0,0,4,0,0,0,0,0,0,0,0,0,2434,2214,7,4,0,0,0,0
"G5400170","1890","West Virginia","540","Doddridge","0170","Doddridge",131,54,35,0,0,0,0,0,0,0,0,0,5844,5614,230,209,83,72,68,63
"G5400190","1890","West Virginia","540","Fayette","0190","Fayette",3054,1122,118,0,0,0,0,0,0,0,0,0,8254,7293,554,523,518,346,1887,1167
"G5400210","1890","West Virginia","540","Gilmer","0210","Gilmer",50,47,27,0,0,0,0,0,0,0,0,0,4861,4687,64,57,16,11,23,27
"G5400230","1890","West Virginia","540","Grant","0230","Grant",379,503,331,0,0,0,0,0,0,0,1,0,3116,3005,124,106,56,16,211,168
"G5400250","1890","West Virginia","540","Greenbrier","0250","Greenbrier",1993,1981,1103,0,0,0,0,0,0,0,1,0,7680,7662,267,232,142,58,985,1008
"G5400270","1890","West Virginia","540","Hampshire","0270","Hampshire",567,652,640,0,0,0,0,0,0,0,0,0,5269,5351,88,93,35,16,300,267
"G5400290","1890","West Virginia","540","Hancock","0290","Hancock",21,24,27,1,0,0,0,0,0,0,4,0,2931,2507,310,326,199,119,13,9
"G5400310","1890","West Virginia","540","Hardy","0310","Hardy",590,752,616,0,0,0,0,0,0,0,0,0,3431,3443,40,40,16,7,301,289
"G5400330","1890","West Virginia","540","Harrison","0330","Harrison",760,889,655,1,0,0,0,0,0,0,0,1,10021,10222,296,329,174,116,372,389
"G5400350","1890","West Virginia","540","Jackson","0350","Jackson",87,103,58,0,0,0,0,0,0,0,0,0,9319,9073,247,187,73,35,46,41
"G5400370","1890","West Virginia","540","Jefferson","0370","Jefferson",4116,4045,3488,0,0,0,0,0,0,0,2,0,5309,5557,184,223,101,63,2058,2058
"G5400390","1890","West Virginia","540","Kanawha","0390","Kanawha",3402,2870,2238,0,0,0,0,0,0,0,0,0,18605,17652,1126,1024,570,377,1706,1696
"G5400410","1890","West Virginia","540","Lewis","0410","Lewis",261,323,196,0,0,0,0,0,0,7,3,0,7227,6942,501,520,265,172,139,129
"G5400430","1890","West Virginia","540","Lincoln","0430","Lincoln",211,52,36,0,0,0,0,0,0,0,0,0,5642,5310,31,36,9,7,115,96
"G5400450","1890","West Virginia","540","Logan","0450","Logan",685,109,102,0,0,0,0,0,0,0,0,0,5407,4860,37,9,103,0,623,62
"G5400470","1890","West Virginia","540","McDowell","0470","Mcdowell",1591,3,0,0,0,0,0,0,0,0,0,0,2859,2401,86,57,260,46,1263,328
"G5400490","1890","West Virginia","540","Marion","0490","Marion",104,155,78,0,0,0,0,0,0,0,0,0,10078,10020,195,156,119,49,61,43
"G5400510","1890","West Virginia","540","Marshall","0510","Marshall",236,223,120,0,0,0,0,0,0,0,10,0,8800,8465,1147,1158,516,413,162,74
"G5400530","1890","West Virginia","540","Mason","0530","Mason",759,859,534,0,0,0,0,0,0,0,3,0,10228,9978,709,662,292,235,387,372
"G5400550","1890","West Virginia","540","Mercer","0550","Mercer",2022,366,394,1,0,0,0,0,0,0,0,0,6889,6378,161,154,280,117,1326,697
"G5400570","1890","West Virginia","540","Mineral","0570","Mineral",481,489,378,0,0,0,0,0,0,0,0,0,4642,4629,817,770,412,334,248,233
"G5400610","1890","West Virginia","540","Monongalia","0610","Monongalia",227,317,231,0,0,0,1,0,0,0,0,0,7564,7633,116,90,46,28,118,110
"G5400630","1890","West Virginia","540","Monroe","0630","Monroe",979,1129,1003,0,0,0,0,0,0,0,0,0,5745,5555,58,51,30,11,469,510
"G5400650","1890","West Virginia","540","Morgan","0650","Morgan",275,197,116,0,0,0,0,0,0,0,0,0,3113,3012,142,115,52,35,154,121
"G5400670","1890","West Virginia","540","Nicholas","0670","Nicholas",21,58,31,0,0,0,0,0,0,1,0,0,4640,4447,70,70,29,31,15,7
"G5400690","1890","West Virginia","540","Ohio","0690","Ohio",1098,870,444,7,5,0,0,0,0,0,5,0,9655,9982,6653,7215,3605,3342,568,537
"G5400710","1890","West Virginia","540","Pendleton","0710","Pendleton",126,99,94,0,0,0,0,0,0,0,0,0,4178,4318,47,34,5,3,58,68
"G5400730","1890","West Virginia","540","Pleasants","0730","Pleasants",9,26,16,0,0,0,0,0,0,0,0,0,3782,3407,161,115,36,29,5,4
"G5400750","1890","West Virginia","540","Pocahontas","0750","Pocahontas",353,334,259,0,0,0,0,0,0,0,0,0,3234,3135,26,36,24,6,183,170
"G5400770","1890","West Virginia","540","Preston","0770","Preston",134,206,118,0,0,0,0,0,0,0,0,0,9382,9492,463,424,266,194,82,52
"G5400790","1890","West Virginia","540","Putnam","0790","Putnam",237,355,260,0,0,0,0,0,0,0,0,0,6880,6448,308,254,126,89,125,112
"G5400810","1890","West Virginia","540","Raleigh","0810","Raleigh",79,71,16,0,0,0,0,0,0,0,0,0,4786,4604,51,48,19,10,43,36
"G5400830","1890","West Virginia","540","Randolph","0830","Randolph",262,112,103,0,0,0,0,0,0,0,0,0,5476,5094,269,225,181,126,135,127
"G5400850","1890","West Virginia","540","Ritchie","0850","Ritchie",36,64,63,0,0,0,0,0,0,0,0,0,8075,7760,288,282,101,79,23,13
"G5400870","1890","West Virginia","540","Roane","0870","Roane",29,39,23,0,0,0,0,0,0,0,0,0,7768,7382,59,47,15,3,18,11
"G5400890","1890","West Virginia","540","Summers","0890","Summers",1127,771,0,0,0,0,0,0,0,0,0,0,6039,5615,139,126,46,25,563,564
"G5400910","1890","West Virginia","540","Taylor","0910","Taylor",362,399,343,0,0,0,0,0,0,0,0,0,5295,5548,342,346,138,116,177,185
"G5400930","1890","West Virginia","540","Tucker","0930","Tucker",183,26,27,0,0,0,0,0,0,0,0,0,3322,2741,66,57,64,26,106,77
"G5400950","1890","West Virginia","540","Tyler","0950","Tyler",2,6,10,0,0,0,0,0,0,0,0,0,5888,5641,186,185,33,27,0,2
"G5400970","1890","West Virginia","540","Upshur","0970","Upshur",256,201,172,0,0,0,0,0,0,0,0,0,6048,5955,143,174,81,57,140,116
"G5400990","1890","West Virginia","540","Wayne","0990","Wayne",160,220,153,0,0,0,1,0,0,0,0,0,9516,8739,88,61,68,19,97,64
"G5401010","1890","West Virginia","540","Webster","1010","Webster",11,2,0,0,0,0,0,0,0,0,0,0,2437,2213,38,33,24,27,3,8
"G5401030","1890","West Virginia","540","Wetzel","1030","Wetzel",36,22,11,0,0,0,0,0,0,0,0,0,7595,7882,559,483,160,126,21,15
"G5401050","1890","West Virginia","540","Wirt","1050","Wirt",24,13,29,0,0,0,0,0,0,0,0,0,4732,4485,80,63,16,11,15,9
"G5401070","1890","West Virginia","540","Wood","1070","Wood",910,925,713,2,0,0,0,0,0,0,0,0,11794,12115,1319,1430,535,507,431,481
"G5401090","1890","West Virginia","540","Wyoming","1090","Wyoming",70,64,41,0,0,0,0,0,0,0,0,0,3163,3007,2,2,3,0,40,30
"G5500010","1890","Wisconsin","550","Adams","0010","Adams",6,1,3,0,0,0,0,0,0,60,26,1,1818,1690,1076,929,705,605,30,36
"G5500030","1890","Wisconsin","550","Ashland","0030","Ashland",14,1,0,14,0,0,0,0,0,18,178,0,2437,1499,3640,2996,6599,2846,33,13
"G5500050","1890","Wisconsin","550","Barron","0050","Barron",11,0,4,1,0,0,0,0,0,40,76,4,2771,2407,2666,2477,2893,2150,31,21
"G5500070","1890","Wisconsin","550","Bayfield","0070","Bayfield",4,3,1,1,0,0,0,0,0,304,252,2,902,640,1118,915,2456,1050,154,155
"G5500090","1890","Wisconsin","550","Brown","0090","Brown",148,116,67,3,2,0,0,0,0,732,63,95,3604,3449,9773,9746,6245,5464,476,407
"G5500110","1890","Wisconsin","550","Buffalo","0110","Buffalo",0,0,0,0,0,0,0,0,0,0,9,3,1631,1414,4097,3940,2823,2092,0,0
"G5500130","1890","Wisconsin","550","Burnett","0130","Burnett",0,0,0,0,0,0,0,0,0,81,266,11,237,213,941,797,1118,1006,39,42
"G5500150","1890","Wisconsin","550","Calumet","0150","Calumet",169,319,50,0,0,0,0,0,0,165,413,597,1476,1433,4547,4473,2376,2000,179,155
"G5500170","1890","Wisconsin","550","Chippewa","0170","Chippewa",34,4,13,6,0,0,0,0,0,134,192,29,3661,3208,4991,4906,4856,3347,88,86
"G5500190","1890","Wisconsin","550","Clark","0190","Clark",3,5,2,0,0,0,0,0,0,0,10,4,3388,3028,3334,3217,2725,2013,3,0
"G5500210","1890","Wisconsin","550","Columbia","0210","Columbia",15,25,30,0,2,0,0,0,0,0,10,3,4324,4441,6117,6060,3906,3487,9,6
"G5500230","1890","Wisconsin","550","Crawford","0230","Crawford",17,47,15,0,0,0,0,0,0,18,0,6,3416,3375,3062,2995,1654,1450,17,18
"G5500250","1890","Wisconsin","550","Dane","0250","Dane",90,87,106,2,0,0,0,0,0,6,1,0,7964,7764,13398,13215,9256,7883,59,39
"G5500270","1890","Wisconsin","550","Dodge","0270","Dodge",54,96,77,3,0,0,1,0,0,11,25,17,4365,4532,11354,10803,7371,6490,46,23
"G5500290","1890","Wisconsin","550","Door","0290","Door",10,0,0,0,0,0,0,0,0,22,17,0,1163,1039,4265,3954,2974,2255,19,13
"G5500310","1890","Wisconsin","550","Douglas","0310","Douglas",68,8,7,12,0,0,0,0,0,183,35,4,2012,1275,2181,1624,4263,1850,152,111
"G5500330","1890","Wisconsin","550","Dunn","0330","Dunn",13,11,2,1,0,0,0,0,0,2,4,1,3820,3404,4385,4181,3838,3020,9,7
"G5500350","1890","Wisconsin","550","Eau Claire","0350","Eau Claire",6,24,26,8,0,0,0,0,0,13,1,0,4381,4178,5798,5750,5860,4679,20,7
"G5500370","1890","Wisconsin","550","Florence","0370","Florence",7,0,0,3,0,0,0,0,0,0,0,0,227,160,416,436,912,443,6,4
"G5500390","1890","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",113,206,209,3,2,0,0,0,0,12,16,17,6136,6496,9924,10173,5918,5313,71,57
"G5500410","1890","Wisconsin","550","Forest","0410","Forest",0,0,0,0,0,0,0,0,0,119,0,0,185,144,170,108,224,62,60,59
"G5500430","1890","Wisconsin","550","Grant","0430","Grant",68,81,98,0,0,0,0,0,0,0,0,0,7652,7793,7352,7354,3465,2967,34,34
"G5500450","1890","Wisconsin","550","Green","0450","Green",32,32,24,0,0,0,0,0,0,0,0,0,4926,4919,3970,3759,2818,2308,15,17
"G5500470","1890","Wisconsin","550","Green Lake","0470","Green Lake",6,13,16,0,0,0,0,0,0,0,32,3,1901,1938,3122,3227,2600,2369,3,3
"G5500490","1890","Wisconsin","550","Iowa","0490","Iowa",14,29,45,0,0,0,0,0,0,0,11,0,2690,2709,5805,5742,2686,2471,8,6
"G5500530","1890","Wisconsin","550","Jackson","0530","Jackson",10,9,1,0,0,0,0,0,0,1,78,0,2982,2658,2980,2813,2444,1909,10,1
"G5500550","1890","Wisconsin","550","Jefferson","0550","Jefferson",34,94,66,0,0,0,0,0,0,0,0,4,3998,4001,7756,7562,5197,4982,17,17
"G5500570","1890","Wisconsin","550","Juneau","0570","Juneau",18,8,7,0,0,0,0,0,0,44,95,9,3825,3656,2907,2968,2005,1698,38,24
"G5500590","1890","Wisconsin","550","Kenosha","0590","Kenosha",20,23,30,0,0,0,0,0,0,0,0,0,2193,2081,3345,3216,2602,2124,11,9
"G5500610","1890","Wisconsin","550","Kewaunee","0610","Kewaunee",9,0,0,0,0,0,0,0,0,0,28,1,530,537,4810,4696,2938,2633,4,5
"G5500630","1890","Wisconsin","550","La Crosse","0630","La Crosse",66,63,105,3,1,0,0,0,0,0,9,0,4771,4479,8072,8461,6883,6066,41,28
"G5500650","1890","Wisconsin","550","Lafayette","0650","Lafayette",2,9,13,1,0,0,0,0,0,0,0,0,3362,3358,4663,4622,2280,1977,2,1
"G5500670","1890","Wisconsin","550","Langlade","0670","Langlade",1,0,0,1,0,0,0,0,0,13,35,0,1501,1378,2039,1802,1583,1147,12,3
"G5500690","1890","Wisconsin","550","Lincoln","0690","Lincoln",7,0,0,3,0,0,0,0,0,5,90,0,1628,1350,2436,2231,2739,1609,10,5
"G5500710","1890","Wisconsin","550","Manitowoc","0710","Manitowoc",13,7,8,1,0,0,0,0,0,0,2,7,2014,1854,10536,10766,6601,6046,6,8
"G5500730","1890","Wisconsin","550","Marathon","0730","Marathon",46,0,0,0,0,0,0,0,0,65,109,15,2537,2281,7138,6692,6400,5210,58,53
"G5500750","1890","Wisconsin","550","Marinette","0750","Marinette",34,20,0,3,0,0,0,0,0,128,212,0,2179,1606,4064,3975,5043,3272,85,80
"G5500770","1890","Wisconsin","550","Marquette","0770","Marquette",1,1,2,0,0,0,0,0,0,0,22,1,1152,1158,2256,2353,1442,1314,1,0
"G5500790","1890","Wisconsin","550","Milwaukee","0790","Milwaukee",458,320,185,14,3,0,0,0,0,8,0,6,16117,16182,53475,58018,48107,43722,286,194
"G5500810","1890","Wisconsin","550","Monroe","0810","Monroe",45,23,33,2,0,0,0,0,0,25,35,2,4519,4223,4451,4539,2880,2527,37,35
"G5500830","1890","Wisconsin","550","Oconto","0830","Oconto",12,3,7,2,0,0,0,0,0,48,105,60,1549,1370,3605,3263,2933,2227,39,23
"G5500850","1890","Wisconsin","550","Oneida","0850","Oneida",26,0,0,3,0,0,0,0,0,29,0,0,1498,734,868,510,946,396,29,29
"G5500870","1890","Wisconsin","550","Outagamie","0870","Outagamie",23,49,30,5,0,0,0,0,0,943,21,29,4294,4114,9177,9303,5750,5081,544,427
"G5500890","1890","Wisconsin","550","Ozaukee","0890","Ozaukee",5,0,1,0,0,0,0,0,0,0,0,0,1135,1098,4172,4076,2334,2123,2,3
"G5500910","1890","Wisconsin","550","Pepin","0910","Pepin",0,1,0,0,0,0,0,0,0,0,0,0,1319,1169,1336,1261,1004,843,0,0
