GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV0001,AV0002,AV0003,AV0004,AV0005,AV0006,AV0007,AV0008
"G4803210","1890","Texas","480","Matagorda","3210","Matagorda",2621,2524,2120,0,0,0,0,0,0,0,0,3,493,442,166,153,66,44,1331,1290
"G4803230","1890","Texas","480","Maverick","3230","Maverick",142,94,281,9,0,0,0,0,0,0,0,0,353,264,664,634,882,750,83,68
"G4803250","1890","Texas","480","Medina","3250","Medina",283,277,92,0,0,0,0,0,0,2,6,0,1439,1386,892,862,489,377,149,136
"G4803270","1890","Texas","480","Menard","3270","Menard",23,37,372,0,0,0,0,0,0,0,0,0,484,409,85,71,118,25,9,14
"G4803290","1890","Texas","480","Midland","3290","Midland",3,0,0,2,0,0,0,0,0,0,0,0,456,406,39,29,64,34,4,1
"G4803310","1890","Texas","480","Milam","3310","Milam",6220,3934,2977,3,0,0,0,0,0,2,2,2,8505,7770,680,634,581,378,3237,2988
"G4803330","1890","Texas","480","Mills","3330","Mills",57,0,0,0,0,0,0,0,0,0,0,0,2658,2512,81,78,69,38,29,28
"G4803350","1890","Texas","480","Mitchell","3350","Mitchell",99,5,0,10,0,0,0,0,0,0,0,0,848,778,84,73,125,42,60,49
"G4803370","1890","Texas","480","Montague","3370","Montague",87,47,24,0,0,0,0,0,0,2,0,5,9511,8685,200,207,118,53,45,44
"G4803390","1890","Texas","480","Montgomery","3390","Montgomery",5488,5220,3351,1,0,0,0,0,0,1,8,1,3004,2758,158,136,139,80,2789,2701
"G4803410","1890","Texas","480","Moore","3410","Moore",0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,1,0,0
"G4803430","1890","Texas","480","Morris","3430","Morris",2610,2043,0,0,1,0,0,0,0,2,0,0,2035,1882,17,16,16,2,1333,1279
"G4803450","1890","Texas","480","Motley","3450","Motley",3,0,0,0,0,0,0,0,0,0,0,0,95,31,2,1,5,2,3,0
"G4803470","1890","Texas","480","Nacogdoches","3470","Nacogdoches",4257,3040,3275,0,0,0,0,0,0,14,0,32,5863,5535,108,100,75,32,2108,2163
"G4803490","1890","Texas","480","Navarro","3490","Navarro",6266,5344,2245,1,0,0,0,0,0,1,2,0,10156,8974,305,264,280,126,3194,3074
"G4803510","1890","Texas","480","Newton","3510","Newton",1558,1507,831,0,0,0,0,0,0,0,0,0,1585,1458,15,14,19,1,740,818
"G4803530","1890","Texas","480","Nolan","3530","Nolan",32,5,0,0,0,0,0,0,0,1,0,0,789,702,12,13,20,4,18,15
"G4803550","1890","Texas","480","Nueces","3550","Nueces",707,629,332,2,0,0,0,0,0,0,0,0,1150,1097,1495,1405,1260,977,352,357
"G4803570","1890","Texas","480","Ochiltree","3570","Ochiltree",0,0,0,0,0,0,0,0,0,0,0,0,99,71,13,6,5,4,0,0
"G4803590","1890","Texas","480","Oldham","3590","Oldham",3,0,0,0,0,0,0,0,0,0,0,0,138,84,16,6,21,2,2,1
"G4803610","1890","Texas","480","Orange","3610","Orange",829,463,250,0,0,0,0,0,0,4,0,0,1805,1545,179,179,159,70,448,385
"G4803630","1890","Texas","480","Palo Pinto","3630","Palo Pinto",67,85,0,0,0,0,0,0,0,0,3,0,4163,3753,108,91,95,43,39,28
"G4803650","1890","Texas","480","Panola","3650","Panola",6350,4924,3727,0,0,0,0,0,0,0,11,0,4082,3819,31,28,15,3,3209,3141
"G4803670","1890","Texas","480","Parker","3670","Parker",671,615,293,2,5,0,0,0,0,0,0,0,10363,9727,303,267,225,124,338,335
"G4803690","1890","Texas","480","Parmer","3690","Parmer",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"G4803710","1890","Texas","480","Pecos","3710","Pecos",8,127,0,11,0,0,0,0,0,0,0,0,148,60,243,219,399,238,18,1
"G4803730","1890","Texas","480","Polk","3730","Polk",3837,2611,4298,0,0,0,0,0,0,223,236,1,3146,2911,69,53,68,25,2191,1869
"G4803750","1890","Texas","480","Potter","3750","Potter",14,2,0,5,0,0,0,0,0,0,0,0,429,255,51,27,49,19,12,7
"G4803770","1890","Texas","480","Presidio","3770","Presidio",26,429,489,3,0,0,0,0,0,0,0,0,149,73,266,230,492,459,17,12
"G4803790","1890","Texas","480","Rains","3790","Rains",415,250,0,0,0,0,0,0,0,0,0,0,1793,1663,13,14,10,1,199,216
"G4803810","1890","Texas","480","Randall","3810","Randall",0,0,0,0,0,0,0,0,0,0,0,0,101,69,4,0,9,4,0,0
"G4803870","1890","Texas","480","Red River","3870","Red River",6628,6242,4148,0,0,0,0,0,0,1,40,0,7512,6907,163,131,73,37,3283,3346
"G4803890","1890","Texas","480","Reeves","3890","Reeves",7,0,0,16,0,0,0,0,0,0,0,0,427,320,72,68,260,77,22,1
"G4803910","1890","Texas","480","Refugio","3910","Refugio",324,336,246,0,0,0,0,0,0,0,0,0,282,271,123,124,67,48,156,168
"G4803930","1890","Texas","480","Roberts","3930","Roberts",2,0,0,0,0,0,0,0,0,0,0,0,154,113,19,18,15,5,2,0
"G4803950","1890","Texas","480","Robertson","3950","Robertson",14142,10925,4530,38,72,3,0,0,0,0,0,0,5428,5087,518,447,504,342,7384,6796
"G4803970","1890","Texas","480","Rockwall","3970","Rockwall",216,83,0,0,0,0,0,0,0,0,3,0,3005,2620,43,33,38,17,117,99
"G4803990","1890","Texas","480","Runnels","3990","Runnels",31,13,0,0,0,0,0,0,0,0,0,0,1560,1431,48,46,53,24,17,14
"G4804010","1890","Texas","480","Rusk","4010","Rusk",7624,8169,7715,0,0,0,0,0,0,9,10,0,5509,5225,72,66,39,15,3904,3729
"G4804030","1890","Texas","480","Sabine","4030","Sabine",1084,993,1107,0,0,0,0,0,0,0,0,0,1927,1907,27,18,5,1,560,524
"G4804050","1890","Texas","480","San Augustine","4050","San Augustine",2131,1915,1964,0,0,0,0,0,0,0,0,1,2271,2196,35,36,16,3,1083,1048
"G4804070","1890","Texas","480","San Jacinto","4070","San Jacinto",4328,3293,0,0,0,0,0,0,0,5,42,0,1565,1408,15,17,11,11,2191,2142
"G4804090","1890","Texas","480","San Patricio","4090","San Patricio",25,74,64,0,0,0,0,0,0,0,0,0,257,209,261,237,196,127,12,13
"G4804110","1890","Texas","480","San Saba","4110","San Saba",53,140,144,0,0,0,0,0,0,0,1,0,3303,3061,79,69,61,15,33,20
"G4804130","1890","Texas","480","Schleicher","4130","Schleicher",4,0,0,0,0,0,0,0,0,17,0,0,47,33,4,4,43,3,20,1
"G4804150","1890","Texas","480","Scurry","4150","Scurry",2,8,0,0,0,0,0,0,0,0,0,0,747,623,18,14,10,1,1,1
"G4804170","1890","Texas","480","Shackelford","4170","Shackelford",167,135,55,0,0,0,0,0,0,0,121,0,845,790,64,46,77,23,84,83
"G4804190","1890","Texas","480","Shelby","4190","Shelby",2954,2154,1755,0,0,0,0,0,0,0,0,0,5798,5424,70,74,34,11,1476,1478
"G4804210","1890","Texas","480","Sherman","4210","Sherman",1,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,0,0,1
"G4804230","1890","Texas","480","Smith","4230","Smith",12690,10357,7131,0,0,0,0,0,0,1,0,0,7629,7205,247,236,215,101,6261,6430
"G4804250","1890","Texas","480","Somervell","4250","Somervell",6,24,0,0,0,0,0,0,0,0,4,0,1738,1611,24,24,9,7,5,1
"G4804270","1890","Texas","480","Starr","4270","Starr",10,211,18,0,0,0,0,0,0,0,0,0,264,210,2618,2414,2793,2440,4,6
"G4804290","1890","Texas","480","Stephens","4290","Stephens",5,25,24,0,0,0,0,0,0,0,0,0,2476,2324,38,32,31,20,4,1
"G4804330","1890","Texas","480","Stonewall","4330","Stonewall",2,10,0,0,0,0,0,0,0,1,3,0,546,445,13,8,7,2,3,0
"G4804350","1890","Texas","480","Sutton","4350","Sutton",1,0,0,1,0,0,0,0,0,0,0,0,277,224,22,25,97,11,2,0
"G4804370","1890","Texas","480","Swisher","4370","Swisher",0,0,0,0,0,0,0,0,0,0,0,0,61,30,6,0,2,1,0,0
"G4804390","1890","Texas","480","Tarrant","4390","Tarrant",4316,2160,705,40,3,0,1,0,0,8,20,0,17360,13889,1710,1351,1725,742,2365,2000
"G4804410","1890","Texas","480","Taylor","4410","Taylor",174,8,0,14,0,0,0,0,0,1,0,0,3337,2953,128,145,148,57,102,87
"G4804450","1890","Texas","480","Terry","4450","Terry",0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,0,2,0,0,0
"G4804470","1890","Texas","480","Throckmorton","4470","Throckmorton",11,12,0,0,0,0,0,0,0,0,0,0,447,397,15,10,18,4,8,3
"G4804490","1890","Texas","480","Titus","4490","Titus",1760,1346,2818,0,0,0,0,0,0,0,4,2,3265,3066,40,35,19,5,863,897
"G4804510","1890","Texas","480","Tom Green","4510","Tom Green",202,645,0,3,2,0,0,0,0,3,2,0,1743,1560,430,408,496,307,119,89
"G4804530","1890","Texas","480","Travis","4530","Travis",10090,8599,4647,8,10,0,0,0,0,2,9,1,8604,8265,2634,2403,2480,1836,4951,5149
"G4804550","1890","Texas","480","Trinity","4550","Trinity",1903,1162,1084,0,0,0,0,0,0,5,0,1,2901,2693,43,37,52,14,1004,904
"G4804570","1890","Texas","480","Tyler","4570","Tyler",2392,1502,1472,0,0,0,0,0,0,1,0,0,4331,3804,84,68,156,41,1232,1161
"G4804590","1890","Texas","480","Upshur","4590","Upshur",3929,3381,4867,0,0,0,0,0,0,0,1,0,4509,4162,46,29,17,3,1988,1941
"G4804610","1890","Texas","480","Upton","4610","Upton",1,0,0,0,0,0,0,0,0,0,0,0,30,8,2,8,3,0,1,0
"G4804630","1890","Texas","480","Uvalde","4630","Uvalde",84,63,73,0,0,0,0,0,0,0,0,0,1309,1202,355,327,319,208,44,40
"G4804650","1890","Texas","480","Val Verde","4650","Val Verde",108,0,0,6,0,0,0,0,0,2,0,0,542,390,413,323,704,386,60,56
"G4804670","1890","Texas","480","Van Zandt","4670","Van Zandt",1098,1163,682,0,0,0,0,0,0,0,0,0,7686,7185,92,83,50,31,554,544
"G4804690","1890","Texas","480","Victoria","4690","Victoria",3519,2406,1768,1,0,0,0,0,0,0,0,0,1116,1103,948,996,600,454,1773,1747
"G4804710","1890","Texas","480","Walker","4710","Walker",7232,6766,5823,0,0,0,0,0,0,0,1,2,2851,2239,156,108,218,70,3682,3550
"G4804730","1890","Texas","480","Waller","4730","Waller",6703,5830,0,0,0,0,0,0,0,1,2,0,1661,1625,268,254,204,172,3313,3391
"G4804750","1890","Texas","480","Ward","4750","Ward",3,0,0,0,0,0,0,0,0,0,0,0,38,28,1,2,5,0,2,1
"G4804770","1890","Texas","480","Washington","4770","Washington",15200,14719,12241,2,1,0,0,0,0,2,0,0,2717,2636,2365,2208,2173,1858,7697,7507
"G4804790","1890","Texas","480","Webb","4790","Webb",214,184,2,3,0,0,0,0,0,0,0,0,1635,1314,1925,1833,4227,3691,126,91
"G4804810","1890","Texas","480","Wharton","4810","Wharton",6119,3631,2910,0,0,0,0,0,0,4,1,2,623,509,97,61,120,51,3104,3019
"G4804830","1890","Texas","480","Wheeler","4830","Wheeler",16,35,0,1,0,0,0,0,0,0,0,0,310,201,86,33,100,31,10,7
"G4804850","1890","Texas","480","Wichita","4850","Wichita",128,17,0,2,0,0,0,0,0,1,0,0,2359,1806,153,95,196,91,74,57
"G4804870","1890","Texas","480","Wilbarger","4870","Wilbarger",26,0,0,9,0,0,0,0,0,0,0,0,3628,2887,187,117,160,78,17,18
"G4804910","1890","Texas","480","Williamson","4910","Williamson",2755,1631,801,2,0,0,0,0,0,6,4,4,9759,8951,1128,1035,1343,930,1405,1358
"G4804930","1890","Texas","480","Wilson","4930","Wilson",1053,921,463,0,0,0,0,0,0,0,0,0,3583,3410,917,795,553,344,553,500
"G4804950","1890","Texas","480","Winkler","4950","Winkler",0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0
"G4804970","1890","Texas","480","Wise","4970","Wise",161,165,51,2,0,0,0,0,0,0,0,0,12095,11135,255,234,172,80,80,83
"G4804990","1890","Texas","480","Wood","4990","Wood",3249,2558,1247,0,0,0,0,0,0,3,1,0,5386,5073,82,78,50,11,1657,1595
"G4805010","1890","Texas","480","Yoakum","5010","Yoakum",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"G4805030","1890","Texas","480","Young","5030","Young",15,17,4,0,0,0,0,0,0,0,0,0,2525,2298,94,59,38,20,6,9
"G4805050","1890","Texas","480","Zapata","5050","Zapata",0,7,0,0,0,0,0,0,0,0,9,0,34,43,734,754,1099,898,0,0
"G4805070","1890","Texas","480","Zavala","5070","Zavala",3,10,4,0,0,0,0,0,0,0,0,0,474,424,56,40,67,33,1,2
"G4950015","1890","Utah Territory","495","Beaver","0015","Beaver",15,22,0,4,28,0,0,0,0,0,40,2,653,440,834,675,429,290,14,5
"G4950035","1890","Utah Territory","495","Box Elder","0035","Box Elder",8,8,19,147,159,403,0,0,0,173,237,4,1258,973,1721,1500,1016,846,248,80
"G4950055","1890","Utah Territory","495","Cache","0055","Cache",11,9,5,2,0,0,0,0,0,1,9,5,1740,1658,3888,3638,2214,2357,8,6
"G4950115","1890","Utah Territory","495","Davis","0115","Davis",1,0,0,0,0,0,0,0,0,2,7,5,1236,1171,1556,1414,710,661,2,1
"G4950155","1890","Utah Territory","495","Emery","0155","Emery",2,1,0,66,0,0,0,0,0,12,0,0,1146,974,855,812,717,492,74,6
"G4950175","1890","Utah Territory","495","Garfield","0175","Garfield",1,0,0,0,0,0,0,0,0,5,0,0,704,681,433,395,124,114,3,3
"G4950195","1890","Utah Territory","495","Grand","0195","Grand",2,0,0,44,0,0,0,0,0,0,0,0,210,117,70,58,24,16,45,1
"G4950295","1890","Utah Territory","495","Iron","0295","Iron",0,14,0,0,0,0,0,0,0,8,55,15,385,446,670,679,254,241,5,3
"G4950315","1890","Utah Territory","495","Juab","0315","Juab",1,2,4,6,0,0,0,0,0,0,4,2,934,628,1263,1117,1015,618,6,1
"G4950335","1890","Utah Territory","495","Kane","0335","Kane",1,0,1,0,0,0,0,0,0,97,6,7,525,507,212,202,63,78,65,33
"G4950375","1890","Utah Territory","495","Millard","0375","Millard",0,1,1,0,1,0,0,0,0,1,4,87,794,796,868,806,395,373,0,1
"G4950395","1890","Utah Territory","495","Morgan","0395","Morgan",0,0,2,0,17,0,0,0,0,0,0,0,288,277,446,383,213,173,0,0
"G4950415","1890","Utah Territory","495","Piute","0415","Piute",0,2,0,0,0,0,0,0,0,40,120,2,835,720,468,423,175,181,25,15
"G4950435","1890","Utah Territory","495","Rich","0435","Rich",1,0,0,2,0,0,0,0,0,1,1,2,312,271,357,312,144,127,4,0
"G4950495","1890","Utah Territory","495","Salt Lake","0495","Salt Lake",240,133,51,269,131,0,0,0,0,3,19,9,10473,7512,11764,10822,9114,8260,411,101
"G4950515","1890","Utah Territory","495","San Juan","0515","San Juan",2,0,0,0,0,0,0,0,0,53,0,0,113,63,59,45,18,12,32,23
"G4950535","1890","Utah Territory","495","Sanpete","0535","Sanpete",5,2,0,0,0,0,0,0,0,52,71,15,1505,1463,3270,3060,1757,2034,34,23
"G4950555","1890","Utah Territory","495","Sevier","0555","Sevier",3,0,0,0,0,0,0,0,0,0,2,0,972,947,1438,1379,716,744,2,1
"G4950595","1890","Utah Territory","495","Summit","0595","Summit",4,7,4,131,67,39,0,0,0,0,2,2,1013,871,1815,1615,1387,897,126,9
"G4950615","1890","Utah Territory","495","Tooele","0615","Tooele",58,5,0,8,10,0,0,0,0,43,152,0,493,429,954,825,485,405,54,55
"G4950635","1890","Utah Territory","495","Uintah","0635","Uintah",127,1,0,7,0,0,0,0,0,3,18,0,870,669,430,368,185,103,129,8
"G4950675","1890","Utah Territory","495","Utah","0675","Utah",9,6,6,12,0,0,0,0,0,15,25,12,4366,4104,5076,4961,2587,2638,25,11
"G4950715","1890","Utah Territory","495","Wasatch","0715","Wasatch",0,1,0,0,2,0,0,0,0,4,6,0,649,620,857,788,341,336,3,1
"G4950735","1890","Utah Territory","495","Washington","0735","Washington",10,1,4,2,53,0,0,0,0,94,26,8,938,1000,693,690,244,338,63,43
"G4950755","1890","Utah Territory","495","Weber","0755","Weber",87,17,21,106,33,3,4,0,0,1,3,1,4918,3785,4343,4007,2932,2540,156,42
"G5000010","1890","Vermont","500","Addison","0010","Addison",78,125,106,,,,0,0,0,1,0,0,8004,7897,2204,2102,1090,901,49,30
"G5000030","1890","Vermont","500","Bennington","0030","Bennington",139,151,149,2,0,0,0,0,0,0,1,0,7389,7041,1697,1737,1277,1166,81,60
"G5000050","1890","Vermont","500","Caledonia","0050","Caledonia",24,16,15,4,0,0,0,0,0,0,1,0,8258,8044,1903,1792,1847,1564,16,12
"G5000070","1890","Vermont","500","Chittenden","0070","Chittenden",183,208,130,8,0,0,0,0,0,8,0,0,8776,9067,5321,5517,3269,3240,99,100
"G5000090","1890","Vermont","500","Essex","0090","Essex",7,10,3,0,0,0,0,0,0,13,5,3,2504,2203,1027,918,1689,1150,11,9
"G5000110","1890","Vermont","500","Franklin","0110","Franklin",84,94,98,4,0,0,0,0,0,0,0,0,8367,8231,4045,3976,2618,2430,47,41
"G5000130","1890","Vermont","500","Grand Isle","0130","Grand Isle",6,12,5,0,0,0,0,0,0,0,2,6,1064,1012,621,593,286,261,5,1
"G5000150","1890","Vermont","500","Lamoille","0150","Lamoille",8,6,5,0,0,0,0,0,0,0,0,5,5272,5175,798,745,452,381,4,4
"G5000170","1890","Vermont","500","Orange","0170","Orange",15,17,13,2,0,0,0,0,0,0,0,0,8620,8422,739,679,587,511,11,6
"G5000190","1890","Vermont","500","Orleans","0190","Orleans",12,23,29,0,0,0,0,0,0,1,0,0,6800,6409,2389,2224,2193,2073,8,5
"G5000210","1890","Vermont","500","Rutland","0210","Rutland",182,174,182,7,0,0,1,0,0,0,2,0,13277,12993,5880,5782,4013,3262,101,89
"G5000230","1890","Vermont","500","Washington","0230","Washington",26,34,29,1,0,0,0,0,0,3,0,0,10861,10618,2159,2035,2379,1524,19,11
"G5000250","1890","Vermont","500","Windham","0250","Windham",103,90,50,1,0,0,0,0,0,0,0,0,11048,10970,1209,1173,1042,1001,53,51
"G5000270","1890","Vermont","500","Windsor","0270","Windsor",70,97,110,3,0,0,0,0,0,8,0,0,13420,13503,1410,1474,974,844,45,36
"G5100010","1890","Virginia","510","Accomack","0010","Accomack",9730,9393,7842,0,0,0,0,0,0,0,0,0,8766,8637,41,49,35,19,4936,4794
"G5100030","1890","Virginia","510","Albemarle","0030","Albemarle",14126,16659,14994,0,0,0,1,0,0,0,0,0,8815,8846,167,127,185,112,6589,7538
"G5100035","1890","Virginia","510","Alexandria","0035","Alexandria",7236,7574,7310,0,0,1,0,0,0,0,0,0,4527,4686,735,729,379,305,3475,3761
"G5100050","1890","Virginia","510","Alleghany","0050","Alleghany",2328,1132,579,0,0,0,0,0,0,0,0,0,3418,3217,126,94,65,35,1270,1058
"G5100070","1890","Virginia","510","Amelia","0070","Amelia",6045,7340,6823,0,0,0,0,0,0,0,0,0,1457,1393,48,47,44,34,2998,3047
"G5100090","1890","Virginia","510","Amherst","0090","Amherst",7628,8702,6704,0,0,0,0,0,0,0,6,12,4761,4922,79,73,51,37,3644,3984
"G5100110","1890","Virginia","510","Appomattox","0110","Appomattox",4335,4927,4536,0,0,0,0,0,0,0,0,0,2573,2619,25,14,15,8,2050,2285
"G5100150","1890","Virginia","510","Augusta","0150","Augusta",8407,9310,6737,1,0,0,1,0,0,0,7,0,13264,14392,302,303,209,126,3966,4443
"G5100170","1890","Virginia","510","Bath","0170","Bath",761,961,889,0,0,0,0,0,0,0,0,0,1865,1899,30,16,10,6,388,373
"G5100190","1890","Virginia","510","Bedford","0190","Bedford",11149,12677,10770,0,0,0,0,0,0,0,0,0,9778,10098,47,64,54,23,5514,5635
"G5100210","1890","Virginia","510","Bland","0210","Bland",241,254,217,0,0,0,0,0,0,0,0,0,2403,2461,10,8,6,0,116,125
"G5100230","1890","Virginia","510","Botetourt","0230","Botetourt",3732,4650,3163,0,0,0,0,0,0,0,0,0,5361,5668,35,28,24,6,1900,1832
"G5100250","1890","Virginia","510","Brunswick","0250","Brunswick",10584,10685,8902,0,0,0,0,0,0,0,0,0,3294,3326,16,19,3,3,5111,5473
"G5100270","1890","Virginia","510","Buchanan","0270","Buchanan",24,33,47,0,0,0,0,0,0,0,0,0,3051,2791,0,1,0,0,16,8
"G5100290","1890","Virginia","510","Buckingham","0290","Buckingham",7597,8773,7711,0,0,0,0,0,0,0,0,0,3256,3323,52,61,61,33,3620,3977
"G5100310","1890","Virginia","510","Campbell","0310","Campbell",19800,18953,14343,4,0,0,0,0,0,0,0,0,9814,10035,456,482,302,194,8893,10911
"G5100330","1890","Virginia","510","Caroline","0330","Caroline",9322,9628,8038,0,0,0,0,0,0,0,9,13,3546,3699,35,25,32,22,4590,4732
"G5100350","1890","Virginia","510","Carroll","0350","Carroll",358,346,328,0,0,0,0,0,0,4,0,0,7554,7509,22,20,26,4,202,160
"G5100360","1890","Virginia","510","Charles City","0360","Charles City",3717,3751,3153,0,0,0,0,0,0,1,0,0,656,667,5,7,9,4,1948,1770
"G5100370","1890","Virginia","510","Charlotte","0370","Charlotte",9361,10949,9613,0,0,0,0,0,0,0,0,0,2809,2795,44,30,18,20,4403,4958
"G5100410","1890","Virginia","510","Chesterfield","0410","Chesterfield",10811,11521,8733,0,0,0,1,0,0,0,0,7,6966,7240,381,340,277,195,5353,5459
"G5100430","1890","Virginia","510","Clarke","0430","Clarke",2454,2537,2159,0,0,0,0,0,0,0,0,0,2736,2744,51,40,31,15,1233,1221
"G5100450","1890","Virginia","510","Craig","0450","Craig",149,236,230,0,0,0,0,0,0,0,0,0,1835,1817,10,7,11,6,70,79
"G5100470","1890","Virginia","510","Culpeper","0470","Culpeper",6085,6623,6169,0,0,0,0,0,0,1,0,0,3424,3594,48,33,36,12,3000,3086
"G5100490","1890","Virginia","510","Cumberland","0490","Cumberland",6622,7417,5433,0,0,0,0,0,0,0,0,0,1331,1489,11,12,8,9,3239,3383
"G5100510","1890","Virginia","510","Dickenson","0510","Dickenson",26,0,0,0,0,0,0,0,0,0,0,0,2526,2522,2,1,0,0,12,14
"G5100530","1890","Virginia","510","Dinwiddie","0530","Dinwiddie",8394,18428,17664,0,0,0,0,0,0,1,5,21,2518,2356,96,76,48,26,4138,4257
"G5100550","1890","Virginia","510","Elizabeth City","0550","Elizabeth City",7774,6531,5471,1,0,0,4,0,0,111,2,0,3136,2036,734,227,2016,129,3974,3916
"G5100570","1890","Virginia","510","Essex","0570","Essex",6462,7569,6650,0,0,0,0,0,0,1,0,0,1761,1796,10,9,7,1,3174,3289
"G5100590","1890","Virginia","510","Fairfax","0590","Fairfax",5069,5264,4284,0,0,1,0,0,0,0,0,0,5244,5331,320,311,216,164,2565,2504
"G5100610","1890","Virginia","510","Fauquier","0610","Fauquier",7904,9305,7856,0,0,0,0,0,0,0,0,0,6867,7293,173,165,110,78,3895,4009
"G5100630","1890","Virginia","510","Floyd","0630","Floyd",1175,1274,997,0,0,0,0,0,0,0,0,0,6519,6684,12,12,3,0,569,606
"G5100650","1890","Virginia","510","Fluvanna","0650","Fluvanna",4457,5290,5097,0,0,0,0,0,0,0,0,0,2481,2533,8,10,7,12,2097,2360
"G5100670","1890","Virginia","510","Franklin","0670","Franklin",6248,8015,5996,0,0,0,0,0,0,0,0,0,9219,9501,9,7,1,0,3065,3183
"G5100690","1890","Virginia","510","Frederick","0690","Frederick",2228,2556,2733,0,0,0,0,0,0,0,0,0,7223,7789,238,228,100,74,1033,1195
"G5100710","1890","Virginia","510","Giles","0710","Giles",837,1109,598,0,0,0,0,0,0,0,0,5,4127,4079,19,13,9,6,422,415
"G5100730","1890","Virginia","510","Gloucester","0730","Gloucester",6216,6533,5429,0,0,0,0,0,0,0,1,0,2754,2638,21,8,12,4,3182,3034
"G5100750","1890","Virginia","510","Goochland","0750","Goochland",5874,6234,6601,0,0,0,0,0,0,1,0,1,1978,2025,27,19,18,16,2870,3005
"G5100770","1890","Virginia","510","Grayson","0770","Grayson",920,997,754,0,0,0,0,0,0,1,0,0,6613,6789,29,28,11,3,430,491
"G5100790","1890","Virginia","510","Greene","0790","Greene",1508,1825,1452,0,0,0,0,0,0,0,0,0,1987,2118,4,2,2,1,753,755
"G5100810","1890","Virginia","510","Greensville","0810","Greensville",5311,5650,4207,0,0,0,0,0,0,0,0,0,1416,1380,34,39,33,17,2586,2725
"G5100830","1890","Virginia","510","Halifax","0830","Halifax",19416,20295,16266,0,0,0,0,0,0,0,0,0,7415,7486,43,28,26,10,9309,10107
"G5100850","1890","Virginia","510","Hanover","0850","Hanover",8211,9282,8562,0,0,0,0,0,0,3,12,0,4614,4436,46,41,31,20,4056,4158
"G5100870","1890","Virginia","510","Henrico","0870","Henrico",43595,37878,31031,21,3,0,0,0,0,3,0,0,23851,24852,3462,3523,2248,1839,19779,23840
"G5100890","1890","Virginia","510","Henry","0890","Henry",8283,7395,5581,0,0,0,0,0,0,0,0,0,4950,4949,12,8,4,2,4103,4180
"G5100910","1890","Virginia","510","Highland","0910","Highland",422,449,348,0,0,0,0,0,0,0,0,0,2456,2427,18,18,9,2,207,215
"G5100930","1890","Virginia","510","Isle Of Wight","0930","Isle Of Wight",5144,4555,3446,0,0,0,0,0,0,0,7,0,3102,3037,8,11,8,3,2705,2439
"G5100950","1890","Virginia","510","James City","0950","James City",3326,3195,2440,0,0,0,0,0,0,0,0,0,1163,1059,28,21,32,14,1600,1726
"G5100970","1890","Virginia","510","King And Queen","0970","King And Queen",5430,6078,5488,0,0,0,0,0,0,4,0,0,2074,2153,0,3,3,2,2633,2801
"G5100990","1890","Virginia","510","King George","0990","King George",3208,3235,2815,0,0,0,0,0,0,0,0,0,1710,1698,6,6,10,3,1660,1548
"G5101010","1890","Virginia","510","King William","1010","King William",5685,5464,4455,0,0,0,0,0,0,137,4,117,1826,1797,37,43,47,33,2913,2909
"G5101030","1890","Virginia","510","Lancaster","1030","Lancaster",4020,3534,3157,0,0,0,0,0,0,0,0,0,1662,1457,15,12,22,3,2081,1939
"G5101050","1890","Virginia","510","Lee","1050","Lee",1213,922,1005,0,0,0,0,0,0,1,2,0,8216,8096,74,21,555,40,786,428
"G5101070","1890","Virginia","510","Loudoun","1070","Loudoun",6578,7243,5691,0,0,0,0,0,0,0,0,0,7858,8441,133,148,68,48,3242,3336
"G5101090","1890","Virginia","510","Louisa","1090","Louisa",9805,11531,10063,0,0,0,0,0,0,0,2,0,3428,3640,47,28,30,19,4746,5059
"G5101110","1890","Virginia","510","Lunenburg","1110","Lunenburg",6736,6924,6059,0,0,0,0,0,0,0,0,0,2222,2334,23,20,20,17,3280,3456
"G5101130","1890","Virginia","510","Madison","1130","Madison",3965,4556,3711,0,0,0,0,0,0,0,0,0,2987,3238,16,10,8,1,1936,2029
"G5101150","1890","Virginia","510","Matthews","1150","Matthews",2137,2459,2096,0,0,0,0,0,0,0,0,0,2714,2718,4,5,5,1,1070,1067
"G5101170","1890","Virginia","510","Mecklenburg","1170","Mecklenburg",16030,16388,14156,0,0,0,0,0,0,0,0,0,4551,4679,36,27,20,16,7721,8309
"G5101190","1890","Virginia","510","Middlesex","1190","Middlesex",4317,3634,2522,0,0,0,0,0,0,0,0,0,1573,1514,18,16,14,6,2202,2115
"G5101210","1890","Virginia","510","Montgomery","1210","Montgomery",3515,4227,2882,0,0,0,0,0,0,0,0,0,6886,6897,108,79,230,27,1744,1771
